
CondaError: Run 'conda init' before 'conda activate'

[GPU 0] Subsets 1-4 (4 tasks)

>>>>>>>>>> [GPU 0] (1/4) actions-zzid2-zb1hq-fsod-amih <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'actions-zzid2-zb1hq-fsod-amih', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:08 [INFO] Model loaded in 25.10 s
17:40:08 [INFO] Found 1 subset(s): ['actions-zzid2-zb1hq-fsod-amih']
17:40:08 [INFO] Dataset loaded: subset=actions-zzid2-zb1hq-fsod-amih, samples=726, categories={1: 'Attack', 2: 'Block', 3: 'Defense', 4: 'Serve', 5: 'Set', 6: 'ball'} (0.21 s)
17:40:16 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 1/726 | category=Attack | supports=10 | candidates=28 | visual=30 tv=25 text=0 | 7.01 s
18:11:08 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 314/726 | category=Serve | supports=10 | candidates=15 | visual=16 tv=15 text=0 | 5.33 s
18:11:14 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 315/726 | category=Serve | supports=10 | candidates=22 | visual=22 tv=21 text=0 | 5.85 s
18:11:20 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 316/726 | category=Serve | supports=10 | candidates=10 | visual=11 tv=10 text=0 | 5.04 s
18:11:25 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 317/726 | category=Serve | supports=10 | candidates=11 | visual=10 tv=10 text=0 | 5.10 s
18:11:31 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 318/726 | category=Serve | supports=10 | candidates=17 | visual=17 tv=17 text=0 | 5.48 s
18:11:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 319/726 | category=Serve | supports=10 | candidates=12 | visual=12 tv=12 text=0 | 5.18 s
18:11:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 320/726 | category=Serve | supports=10 | candidates=24 | visual=25 tv=24 text=0 | 6.00 s
18:11:48 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 321/726 | category=Serve | supports=10 | candidates=16 | visual=25 tv=18 text=0 | 5.40 s
18:11:54 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 322/726 | category=Serve | supports=10 | candidates=17 | visual=19 tv=18 text=0 | 5.53 s
18:12:00 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 323/726 | category=Serve | supports=10 | candidates=14 | visual=14 tv=14 text=0 | 5.24 s
18:12:05 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 324/726 | category=Serve | supports=10 | candidates=9 | visual=9 tv=9 text=0 | 4.95 s
18:12:10 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 325/726 | category=Serve | supports=10 | candidates=11 | visual=13 tv=12 text=0 | 5.09 s
18:12:16 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 326/726 | category=Serve | supports=10 | candidates=10 | visual=14 tv=11 text=0 | 4.94 s
18:12:21 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 327/726 | category=Serve | supports=10 | candidates=14 | visual=16 tv=15 text=0 | 5.24 s
18:12:28 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 328/726 | category=Serve | supports=10 | candidates=28 | visual=29 tv=29 text=0 | 6.28 s
18:12:34 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 329/726 | category=Serve | supports=10 | candidates=17 | visual=17 tv=17 text=0 | 5.46 s
18:12:39 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 330/726 | category=Serve | supports=10 | candidates=14 | visual=17 tv=16 text=0 | 5.31 s
18:12:45 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 331/726 | category=Serve | supports=10 | candidates=13 | visual=13 tv=13 text=0 | 5.24 s
18:12:50 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 332/726 | category=Serve | supports=10 | candidates=13 | visual=14 tv=14 text=0 | 5.18 s
18:12:56 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 333/726 | category=Serve | supports=10 | candidates=17 | visual=20 tv=17 text=0 | 5.56 s
18:13:02 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 334/726 | category=Serve | supports=10 | candidates=17 | visual=19 tv=19 text=0 | 5.46 s
18:13:07 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 335/726 | category=Serve | supports=10 | candidates=13 | visual=14 tv=14 text=0 | 5.24 s
18:13:13 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 336/726 | category=Serve | supports=10 | candidates=13 | visual=14 tv=14 text=0 | 5.25 s
18:13:19 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 337/726 | category=Serve | supports=10 | candidates=18 | visual=19 tv=18 text=0 | 5.54 s
18:13:24 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 338/726 | category=Serve | supports=10 | candidates=17 | visual=17 tv=16 text=0 | 5.46 s
18:13:30 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 339/726 | category=Serve | supports=10 | candidates=15 | visual=18 tv=17 text=0 | 5.38 s
18:13:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 340/726 | category=Serve | supports=10 | candidates=11 | visual=11 tv=11 text=0 | 5.05 s
18:13:42 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 341/726 | category=Set | supports=10 | candidates=23 | visual=23 tv=23 text=0 | 5.90 s
18:13:47 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 342/726 | category=Set | supports=10 | candidates=17 | visual=18 tv=18 text=0 | 5.45 s
18:13:53 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 343/726 | category=Set | supports=10 | candidates=16 | visual=19 tv=20 text=0 | 5.39 s
18:13:59 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 344/726 | category=Set | supports=10 | candidates=17 | visual=16 tv=16 text=0 | 5.45 s
18:14:04 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 345/726 | category=Set | supports=10 | candidates=14 | visual=13 tv=13 text=0 | 5.22 s
18:14:10 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 346/726 | category=Set | supports=10 | candidates=16 | visual=18 tv=16 text=0 | 5.46 s
18:14:16 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 347/726 | category=Set | supports=10 | candidates=14 | visual=14 tv=14 text=0 | 5.33 s
18:14:21 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 348/726 | category=Set | supports=10 | candidates=11 | visual=12 tv=12 text=0 | 5.09 s
18:14:27 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 349/726 | category=Set | supports=10 | candidates=19 | visual=20 tv=21 text=0 | 5.65 s
18:14:33 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 350/726 | category=Set | supports=10 | candidates=16 | visual=16 tv=16 text=0 | 5.38 s
18:14:39 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 351/726 | category=Set | supports=10 | candidates=24 | visual=24 tv=24 text=0 | 5.99 s
18:14:45 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 352/726 | category=Set | supports=10 | candidates=15 | visual=15 tv=16 text=0 | 5.32 s
18:14:50 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 353/726 | category=Set | supports=10 | candidates=11 | visual=12 tv=12 text=0 | 5.10 s
18:14:56 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 354/726 | category=Set | supports=10 | candidates=12 | visual=12 tv=12 text=0 | 5.17 s
18:15:01 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 355/726 | category=Set | supports=10 | candidates=14 | visual=15 tv=15 text=0 | 5.33 s
18:15:07 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 356/726 | category=Set | supports=10 | candidates=20 | visual=27 tv=24 text=0 | 5.70 s
18:15:13 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 357/726 | category=Set | supports=10 | candidates=10 | visual=12 tv=11 text=0 | 5.03 s
18:15:18 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 358/726 | category=Set | supports=10 | candidates=13 | visual=15 tv=15 text=0 | 5.19 s
18:15:24 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 359/726 | category=Set | supports=10 | candidates=13 | visual=13 tv=13 text=0 | 5.18 s
18:15:30 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 360/726 | category=Set | supports=10 | candidates=25 | visual=28 tv=27 text=0 | 6.12 s
18:15:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 361/726 | category=Set | supports=10 | candidates=15 | visual=16 tv=15 text=0 | 5.42 s
18:15:41 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 362/726 | category=Set | supports=10 | candidates=17 | visual=19 tv=18 text=0 | 5.46 s
18:15:47 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 363/726 | category=Set | supports=10 | candidates=15 | visual=15 tv=15 text=0 | 5.32 s
18:15:53 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 364/726 | category=Set | supports=10 | candidates=16 | visual=16 tv=16 text=0 | 5.39 s
18:15:58 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 365/726 | category=Set | supports=10 | candidates=8 | visual=10 tv=8 text=0 | 4.89 s
18:16:04 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 366/726 | category=Set | supports=10 | candidates=23 | visual=22 tv=22 text=0 | 5.98 s
18:16:10 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 367/726 | category=Set | supports=10 | candidates=17 | visual=18 tv=18 text=0 | 5.47 s
18:16:16 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 368/726 | category=Set | supports=10 | candidates=16 | visual=19 tv=19 text=0 | 5.46 s
18:16:22 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 369/726 | category=Set | supports=10 | candidates=17 | visual=16 tv=16 text=0 | 5.47 s
18:16:27 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 370/726 | category=Set | supports=10 | candidates=16 | visual=18 tv=16 text=0 | 5.40 s
18:16:33 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 371/726 | category=Set | supports=10 | candidates=15 | visual=15 tv=15 text=0 | 5.39 s
18:16:39 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 372/726 | category=Set | supports=10 | candidates=13 | visual=15 tv=14 text=0 | 5.24 s
18:16:44 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 373/726 | category=Set | supports=10 | candidates=12 | visual=13 tv=12 text=0 | 5.18 s
18:16:50 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 374/726 | category=Set | supports=10 | candidates=16 | visual=18 tv=18 text=0 | 5.40 s
18:16:55 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 375/726 | category=Set | supports=10 | candidates=15 | visual=19 tv=16 text=0 | 5.31 s
18:17:01 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 376/726 | category=Set | supports=10 | candidates=22 | visual=28 tv=26 text=0 | 5.85 s
18:17:07 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 377/726 | category=Set | supports=10 | candidates=18 | visual=16 tv=16 text=0 | 5.53 s
18:17:13 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 378/726 | category=Set | supports=10 | candidates=15 | visual=14 tv=14 text=0 | 5.31 s
18:17:19 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 379/726 | category=Set | supports=10 | candidates=17 | visual=18 tv=17 text=0 | 5.47 s
18:17:25 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 380/726 | category=Set | supports=10 | candidates=19 | visual=21 tv=20 text=0 | 5.62 s
18:17:31 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 381/726 | category=Set | supports=10 | candidates=20 | visual=22 tv=20 text=0 | 5.75 s
18:17:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 382/726 | category=Set | supports=10 | candidates=15 | visual=16 tv=15 text=0 | 5.39 s
18:17:42 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 383/726 | category=Set | supports=10 | candidates=20 | visual=19 tv=18 text=0 | 5.67 s
18:17:48 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 384/726 | category=Set | supports=10 | candidates=16 | visual=17 tv=17 text=0 | 5.38 s
18:17:54 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 385/726 | category=Set | supports=10 | candidates=13 | visual=13 tv=13 text=0 | 5.24 s
18:17:59 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 386/726 | category=Set | supports=10 | candidates=16 | visual=16 tv=16 text=0 | 5.39 s
18:18:05 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 387/726 | category=Set | supports=10 | candidates=19 | visual=17 tv=17 text=0 | 5.61 s
18:18:11 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 388/726 | category=Set | supports=10 | candidates=16 | visual=15 tv=15 text=0 | 5.38 s
18:18:17 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 389/726 | category=Set | supports=10 | candidates=16 | visual=16 tv=15 text=0 | 5.40 s
18:18:22 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 390/726 | category=Set | supports=10 | candidates=16 | visual=14 tv=14 text=0 | 5.38 s
18:18:28 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 391/726 | category=Set | supports=10 | candidates=15 | visual=15 tv=15 text=0 | 5.31 s
18:18:34 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 392/726 | category=Set | supports=10 | candidates=15 | visual=15 tv=15 text=0 | 5.43 s
18:18:40 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 393/726 | category=Set | supports=10 | candidates=24 | visual=25 tv=25 text=0 | 6.01 s
18:18:46 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 394/726 | category=Set | supports=10 | candidates=18 | visual=18 tv=18 text=0 | 5.61 s
18:18:52 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 395/726 | category=Set | supports=10 | candidates=18 | visual=16 tv=16 text=0 | 5.63 s
18:18:57 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 396/726 | category=Set | supports=10 | candidates=15 | visual=14 tv=14 text=0 | 5.32 s
18:19:03 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 397/726 | category=Set | supports=10 | candidates=15 | visual=16 tv=16 text=0 | 5.33 s
18:19:09 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 398/726 | category=Set | supports=10 | candidates=16 | visual=18 tv=17 text=0 | 5.55 s
18:19:15 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 399/726 | category=Set | supports=10 | candidates=24 | visual=26 tv=26 text=0 | 6.07 s
18:19:21 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 400/726 | category=Set | supports=10 | candidates=18 | visual=21 tv=20 text=0 | 5.58 s
18:19:27 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 401/726 | category=Set | supports=10 | candidates=15 | visual=15 tv=15 text=0 | 5.41 s
18:19:33 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 402/726 | category=Set | supports=10 | candidates=14 | visual=18 tv=16 text=0 | 5.34 s
18:19:38 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 403/726 | category=Set | supports=10 | candidates=13 | visual=13 tv=13 text=0 | 5.30 s
18:19:45 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 404/726 | category=Set | supports=10 | candidates=30 | visual=30 tv=30 text=0 | 6.46 s
18:19:51 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 405/726 | category=Set | supports=10 | candidates=14 | visual=14 tv=14 text=0 | 5.28 s
18:19:56 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 406/726 | category=Set | supports=10 | candidates=12 | visual=12 tv=12 text=0 | 5.19 s
18:20:02 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 407/726 | category=Set | supports=10 | candidates=14 | visual=16 tv=15 text=0 | 5.36 s
18:20:08 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 408/726 | category=Set | supports=10 | candidates=18 | visual=19 tv=19 text=0 | 5.55 s
18:20:14 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 409/726 | category=Set | supports=10 | candidates=17 | visual=17 tv=17 text=0 | 5.54 s
18:20:19 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 410/726 | category=Set | supports=10 | candidates=15 | visual=16 tv=15 text=0 | 5.31 s
18:20:26 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 411/726 | category=Set | supports=10 | candidates=24 | visual=5 tv=5 text=0 | 6.11 s
18:20:31 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 412/726 | category=Set | supports=10 | candidates=17 | visual=19 tv=19 text=0 | 5.49 s
18:20:37 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 413/726 | category=Set | supports=10 | candidates=16 | visual=16 tv=16 text=0 | 5.39 s
18:20:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 414/726 | category=Set | supports=10 | candidates=22 | visual=25 tv=24 text=0 | 5.86 s
18:20:49 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 415/726 | category=Set | supports=10 | candidates=22 | visual=25 tv=25 text=0 | 5.86 s
18:20:55 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 416/726 | category=Set | supports=10 | candidates=15 | visual=17 tv=15 text=0 | 5.30 s
18:21:01 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 417/726 | category=Set | supports=10 | candidates=18 | visual=19 tv=19 text=0 | 5.56 s
18:21:07 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 418/726 | category=Set | supports=10 | candidates=18 | visual=20 tv=20 text=0 | 5.53 s
18:21:13 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 419/726 | category=Set | supports=10 | candidates=18 | visual=18 tv=18 text=0 | 5.64 s
18:21:19 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 420/726 | category=Set | supports=10 | candidates=19 | visual=19 tv=18 text=0 | 5.61 s
18:21:25 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 421/726 | category=Set | supports=10 | candidates=25 | visual=25 tv=25 text=0 | 6.12 s
18:21:31 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 422/726 | category=Set | supports=10 | candidates=13 | visual=15 tv=13 text=0 | 5.16 s
18:21:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 423/726 | category=Set | supports=10 | candidates=16 | visual=27 tv=23 text=0 | 5.40 s
18:21:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 424/726 | category=ball | supports=10 | candidates=25 | visual=30 tv=29 text=0 | 6.13 s
18:21:49 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 425/726 | category=ball | supports=10 | candidates=26 | visual=31 tv=27 text=1 | 6.21 s
18:21:55 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 426/726 | category=ball | supports=10 | candidates=20 | visual=18 tv=18 text=1 | 5.75 s
18:22:02 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 427/726 | category=ball | supports=10 | candidates=26 | visual=29 tv=28 text=2 | 6.21 s
18:22:08 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 428/726 | category=ball | supports=10 | candidates=26 | visual=28 tv=27 text=1 | 6.21 s
18:22:14 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 429/726 | category=ball | supports=10 | candidates=14 | visual=15 tv=14 text=2 | 5.30 s
18:22:19 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 430/726 | category=ball | supports=10 | candidates=8 | visual=17 tv=11 text=1 | 4.78 s
18:22:24 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 431/726 | category=ball | supports=10 | candidates=19 | visual=30 tv=29 text=1 | 5.68 s
18:22:30 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 432/726 | category=ball | supports=10 | candidates=17 | visual=17 tv=18 text=2 | 5.51 s
18:22:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 433/726 | category=ball | supports=10 | candidates=20 | visual=23 tv=21 text=1 | 5.74 s
18:22:42 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 434/726 | category=ball | supports=10 | candidates=16 | visual=19 tv=17 text=1 | 5.44 s
18:22:48 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 435/726 | category=ball | supports=10 | candidates=22 | visual=20 tv=22 text=0 | 5.90 s
18:22:55 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 436/726 | category=ball | supports=10 | candidates=30 | visual=30 tv=29 text=1 | 6.50 s
18:23:00 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 437/726 | category=ball | supports=10 | candidates=14 | visual=18 tv=16 text=1 | 5.22 s
18:23:06 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 438/726 | category=ball | supports=10 | candidates=18 | visual=20 tv=20 text=1 | 5.59 s
18:23:12 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 439/726 | category=ball | supports=10 | candidates=23 | visual=27 tv=26 text=2 | 5.97 s
18:23:18 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 440/726 | category=ball | supports=10 | candidates=16 | visual=19 tv=17 text=1 | 5.46 s
18:23:23 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 441/726 | category=ball | supports=10 | candidates=13 | visual=19 tv=18 text=1 | 5.15 s
18:23:29 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 442/726 | category=ball | supports=10 | candidates=15 | visual=20 tv=20 text=1 | 5.39 s
18:23:34 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 443/726 | category=ball | supports=10 | candidates=11 | visual=14 tv=14 text=2 | 5.08 s
18:23:40 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 444/726 | category=ball | supports=10 | candidates=13 | visual=19 tv=16 text=1 | 5.14 s
18:23:44 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 445/726 | category=ball | supports=10 | candidates=5 | visual=13 tv=8 text=0 | 4.56 s
18:23:50 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 446/726 | category=ball | supports=10 | candidates=18 | visual=21 tv=21 text=0 | 5.50 s
18:23:56 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 447/726 | category=ball | supports=10 | candidates=19 | visual=23 tv=19 text=1 | 5.59 s
18:24:01 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 448/726 | category=ball | supports=10 | candidates=8 | visual=13 tv=12 text=1 | 4.78 s
18:24:06 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 449/726 | category=ball | supports=10 | candidates=11 | visual=13 tv=12 text=1 | 5.00 s
18:24:12 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 450/726 | category=ball | supports=10 | candidates=19 | visual=19 tv=18 text=1 | 5.69 s
18:24:19 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 451/726 | category=ball | supports=10 | candidates=25 | visual=30 tv=31 text=3 | 6.14 s
18:24:25 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 452/726 | category=ball | supports=10 | candidates=19 | visual=18 tv=18 text=1 | 5.67 s
18:24:31 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 453/726 | category=ball | supports=10 | candidates=24 | visual=31 tv=30 text=1 | 6.09 s
18:24:37 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 454/726 | category=ball | supports=10 | candidates=16 | visual=20 tv=19 text=1 | 5.48 s
18:24:42 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 455/726 | category=ball | supports=10 | candidates=9 | visual=16 tv=14 text=1 | 4.94 s
18:24:48 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 456/726 | category=ball | supports=10 | candidates=17 | visual=20 tv=21 text=2 | 5.56 s
18:24:53 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 457/726 | category=ball | supports=10 | candidates=10 | visual=26 tv=24 text=0 | 4.99 s
18:24:59 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 458/726 | category=ball | supports=10 | candidates=23 | visual=31 tv=30 text=1 | 6.04 s
18:25:04 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 459/726 | category=ball | supports=10 | candidates=9 | visual=11 tv=11 text=1 | 4.89 s
18:25:10 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 460/726 | category=ball | supports=10 | candidates=17 | visual=23 tv=21 text=1 | 5.62 s
18:25:15 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 461/726 | category=ball | supports=10 | candidates=9 | visual=14 tv=13 text=0 | 4.98 s
18:25:22 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 462/726 | category=ball | supports=10 | candidates=24 | visual=40 tv=33 text=1 | 6.12 s
18:25:27 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 463/726 | category=ball | supports=10 | candidates=7 | visual=10 tv=9 text=1 | 4.74 s
18:25:32 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 464/726 | category=ball | supports=10 | candidates=10 | visual=14 tv=14 text=0 | 4.95 s
18:25:36 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 465/726 | category=ball | supports=10 | candidates=2 | visual=12 tv=3 text=2 | 4.37 s
18:25:43 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 466/726 | category=ball | supports=10 | candidates=21 | visual=29 tv=26 text=3 | 5.87 s
18:25:47 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 467/726 | category=ball | supports=10 | candidates=6 | visual=10 tv=8 text=0 | 4.67 s
18:25:54 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 468/726 | category=ball | supports=10 | candidates=24 | visual=26 tv=27 text=1 | 6.16 s
18:25:59 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 469/726 | category=ball | supports=10 | candidates=10 | visual=12 tv=11 text=0 | 4.96 s
18:26:05 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 470/726 | category=ball | supports=10 | candidates=19 | visual=23 tv=20 text=1 | 5.70 s
18:26:10 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 471/726 | category=ball | supports=10 | candidates=9 | visual=9 tv=9 text=0 | 4.87 s
18:26:17 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 472/726 | category=ball | supports=10 | candidates=27 | visual=31 tv=31 text=1 | 6.30 s
18:26:23 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 473/726 | category=ball | supports=10 | candidates=22 | visual=24 tv=23 text=1 | 5.92 s
18:26:29 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 474/726 | category=ball | supports=10 | candidates=26 | visual=26 tv=26 text=1 | 6.24 s
