
CondaError: Run 'conda init' before 'conda activate'

[GPU 3] Subsets 13-16 (4 tasks)

>>>>>>>>>> [GPU 3] (1/4) recode-waste-czvmg-fsod-yxsw <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'recode-waste-czvmg-fsod-yxsw', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:04 [INFO] Model loaded in 21.42 s
17:40:04 [INFO] Found 1 subset(s): ['recode-waste-czvmg-fsod-yxsw']
17:40:05 [INFO] Dataset loaded: subset=recode-waste-czvmg-fsod-yxsw, samples=1421, categories={1: 'aggregate', 2: 'cardboard', 3: 'hard plastic', 4: 'metal', 5: 'soft plastic', 6: 'timber'} (0.34 s)
17:40:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1/1421 | category=aggregate | supports=2 | candidates=49 | visual=60 tv=60 text=0 | 6.27 s
18:23:21 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 664/1421 | category=hard plastic | supports=4 | candidates=13 | visual=16 tv=21 text=0 | 3.31 s
18:23:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 665/1421 | category=hard plastic | supports=4 | candidates=0 | visual=0 tv=0 text=0 | 2.34 s
18:23:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 666/1421 | category=hard plastic | supports=4 | candidates=0 | visual=0 tv=0 text=0 | 2.35 s
18:23:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 667/1421 | category=hard plastic | supports=4 | candidates=3 | visual=3 tv=3 text=0 | 2.57 s
18:23:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 668/1421 | category=hard plastic | supports=4 | candidates=5 | visual=10 tv=9 text=0 | 2.72 s
18:23:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 669/1421 | category=hard plastic | supports=4 | candidates=5 | visual=16 tv=15 text=0 | 2.71 s
18:23:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 670/1421 | category=hard plastic | supports=4 | candidates=7 | visual=10 tv=9 text=0 | 2.86 s
18:23:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 671/1421 | category=hard plastic | supports=4 | candidates=2 | visual=2 tv=3 text=0 | 2.49 s
18:23:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 672/1421 | category=hard plastic | supports=4 | candidates=2 | visual=5 tv=6 text=0 | 2.49 s
18:23:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 673/1421 | category=hard plastic | supports=4 | candidates=1 | visual=3 tv=8 text=0 | 2.41 s
18:23:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 674/1421 | category=hard plastic | supports=4 | candidates=7 | visual=10 tv=9 text=0 | 2.84 s
18:23:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 675/1421 | category=hard plastic | supports=4 | candidates=5 | visual=6 tv=6 text=0 | 2.71 s
18:23:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 676/1421 | category=hard plastic | supports=4 | candidates=2 | visual=2 tv=3 text=0 | 2.48 s
18:23:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 677/1421 | category=hard plastic | supports=4 | candidates=4 | visual=5 tv=6 text=0 | 2.63 s
18:23:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 678/1421 | category=hard plastic | supports=4 | candidates=6 | visual=8 tv=9 text=0 | 2.77 s
18:24:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 679/1421 | category=hard plastic | supports=4 | candidates=1 | visual=3 tv=2 text=0 | 2.40 s
18:24:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 680/1421 | category=hard plastic | supports=4 | candidates=5 | visual=5 tv=7 text=0 | 2.70 s
18:24:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 681/1421 | category=hard plastic | supports=4 | candidates=1 | visual=1 tv=3 text=0 | 2.40 s
18:24:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 682/1421 | category=hard plastic | supports=4 | candidates=7 | visual=10 tv=10 text=0 | 2.84 s
18:24:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 683/1421 | category=hard plastic | supports=4 | candidates=4 | visual=4 tv=7 text=0 | 2.62 s
18:24:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 684/1421 | category=hard plastic | supports=4 | candidates=1 | visual=6 tv=7 text=0 | 2.41 s
18:24:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 685/1421 | category=hard plastic | supports=4 | candidates=3 | visual=3 tv=3 text=0 | 2.55 s
18:24:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 686/1421 | category=hard plastic | supports=4 | candidates=8 | visual=9 tv=8 text=0 | 2.93 s
18:24:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 687/1421 | category=hard plastic | supports=4 | candidates=2 | visual=2 tv=6 text=0 | 2.48 s
18:24:25 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 688/1421 | category=hard plastic | supports=4 | candidates=5 | visual=5 tv=8 text=0 | 2.70 s
18:24:28 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 689/1421 | category=hard plastic | supports=4 | candidates=6 | visual=6 tv=6 text=0 | 2.77 s
18:24:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 690/1421 | category=hard plastic | supports=4 | candidates=1 | visual=1 tv=3 text=0 | 2.42 s
18:24:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 691/1421 | category=hard plastic | supports=4 | candidates=2 | visual=4 tv=5 text=0 | 2.50 s
18:24:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 692/1421 | category=hard plastic | supports=4 | candidates=1 | visual=1 tv=1 text=0 | 2.42 s
18:24:38 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 693/1421 | category=hard plastic | supports=4 | candidates=2 | visual=2 tv=7 text=0 | 2.52 s
18:24:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 694/1421 | category=hard plastic | supports=4 | candidates=1 | visual=2 tv=3 text=0 | 2.43 s
18:24:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 695/1421 | category=hard plastic | supports=4 | candidates=3 | visual=11 tv=10 text=0 | 2.60 s
18:24:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 696/1421 | category=hard plastic | supports=4 | candidates=6 | visual=6 tv=6 text=0 | 2.80 s
18:24:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 697/1421 | category=hard plastic | supports=4 | candidates=6 | visual=9 tv=12 text=0 | 2.79 s
18:24:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 698/1421 | category=hard plastic | supports=4 | candidates=8 | visual=9 tv=11 text=0 | 2.94 s
18:24:55 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 699/1421 | category=hard plastic | supports=4 | candidates=8 | visual=11 tv=12 text=0 | 2.95 s
18:24:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 700/1421 | category=hard plastic | supports=4 | candidates=8 | visual=10 tv=12 text=0 | 2.94 s
18:25:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 701/1421 | category=hard plastic | supports=4 | candidates=5 | visual=9 tv=10 text=0 | 2.73 s
18:25:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 702/1421 | category=hard plastic | supports=4 | candidates=2 | visual=3 tv=3 text=0 | 2.51 s
18:25:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 703/1421 | category=hard plastic | supports=4 | candidates=2 | visual=3 tv=9 text=0 | 2.52 s
18:25:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 704/1421 | category=hard plastic | supports=4 | candidates=6 | visual=7 tv=7 text=0 | 2.80 s
18:25:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 705/1421 | category=hard plastic | supports=4 | candidates=4 | visual=6 tv=9 text=0 | 2.66 s
18:25:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 706/1421 | category=hard plastic | supports=4 | candidates=6 | visual=8 tv=7 text=0 | 2.81 s
18:25:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 707/1421 | category=hard plastic | supports=4 | candidates=5 | visual=5 tv=5 text=0 | 2.74 s
18:25:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 708/1421 | category=hard plastic | supports=4 | candidates=4 | visual=9 tv=10 text=0 | 2.65 s
18:25:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 709/1421 | category=hard plastic | supports=4 | candidates=6 | visual=6 tv=6 text=0 | 2.80 s
18:25:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 710/1421 | category=hard plastic | supports=4 | candidates=3 | visual=5 tv=6 text=0 | 2.57 s
18:25:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 711/1421 | category=metal | supports=3 | candidates=27 | visual=56 tv=51 text=18 | 4.08 s
18:25:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 712/1421 | category=metal | supports=3 | candidates=29 | visual=34 tv=36 text=7 | 4.25 s
18:25:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 713/1421 | category=metal | supports=3 | candidates=37 | visual=42 tv=42 text=6 | 4.90 s
18:25:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 714/1421 | category=metal | supports=3 | candidates=20 | visual=33 tv=27 text=3 | 3.59 s
18:25:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 715/1421 | category=metal | supports=3 | candidates=27 | visual=31 tv=31 text=3 | 4.10 s
18:25:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 716/1421 | category=metal | supports=3 | candidates=34 | visual=61 tv=59 text=11 | 4.61 s
18:25:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 717/1421 | category=metal | supports=3 | candidates=27 | visual=50 tv=39 text=16 | 4.14 s
18:26:00 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 718/1421 | category=metal | supports=3 | candidates=23 | visual=25 tv=26 text=4 | 3.83 s
18:26:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 719/1421 | category=metal | supports=3 | candidates=34 | visual=69 tv=59 text=13 | 4.63 s
18:26:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 720/1421 | category=metal | supports=3 | candidates=44 | visual=52 tv=53 text=11 | 5.37 s
18:26:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 721/1421 | category=metal | supports=3 | candidates=32 | visual=38 tv=37 text=9 | 4.48 s
18:26:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 722/1421 | category=metal | supports=3 | candidates=49 | visual=52 tv=52 text=15 | 5.78 s
18:26:25 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 723/1421 | category=metal | supports=3 | candidates=36 | visual=50 tv=49 text=7 | 4.80 s
18:26:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 724/1421 | category=metal | supports=3 | candidates=21 | visual=31 tv=28 text=4 | 3.64 s
18:26:35 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 725/1421 | category=metal | supports=3 | candidates=48 | visual=56 tv=55 text=12 | 5.69 s
18:26:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 726/1421 | category=metal | supports=3 | candidates=35 | visual=42 tv=43 text=7 | 4.71 s
18:26:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 727/1421 | category=metal | supports=3 | candidates=23 | visual=57 tv=55 text=15 | 3.79 s
18:26:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 728/1421 | category=metal | supports=3 | candidates=39 | visual=55 tv=54 text=15 | 4.99 s
18:26:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 729/1421 | category=metal | supports=3 | candidates=30 | visual=35 tv=35 text=5 | 4.31 s
18:26:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 730/1421 | category=metal | supports=3 | candidates=30 | visual=36 tv=35 text=5 | 4.29 s
18:27:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 731/1421 | category=metal | supports=3 | candidates=35 | visual=42 tv=43 text=5 | 4.68 s
18:27:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 732/1421 | category=metal | supports=3 | candidates=37 | visual=51 tv=50 text=17 | 4.82 s
18:27:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 733/1421 | category=metal | supports=3 | candidates=38 | visual=57 tv=57 text=14 | 4.91 s
18:27:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 734/1421 | category=metal | supports=3 | candidates=22 | visual=23 tv=23 text=2 | 3.71 s
18:27:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 735/1421 | category=metal | supports=3 | candidates=30 | visual=33 tv=32 text=3 | 4.31 s
18:27:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 736/1421 | category=metal | supports=3 | candidates=29 | visual=33 tv=33 text=4 | 4.24 s
18:27:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 737/1421 | category=metal | supports=3 | candidates=41 | visual=48 tv=48 text=12 | 5.14 s
18:27:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 738/1421 | category=metal | supports=3 | candidates=36 | visual=55 tv=55 text=16 | 4.77 s
18:27:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 739/1421 | category=metal | supports=3 | candidates=35 | visual=38 tv=37 text=8 | 4.69 s
18:27:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 740/1421 | category=metal | supports=3 | candidates=40 | visual=47 tv=47 text=14 | 5.08 s
18:27:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 741/1421 | category=metal | supports=3 | candidates=20 | visual=50 tv=48 text=4 | 3.56 s
18:27:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 742/1421 | category=metal | supports=3 | candidates=39 | visual=48 tv=50 text=11 | 4.99 s
18:27:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 743/1421 | category=metal | supports=3 | candidates=37 | visual=53 tv=53 text=19 | 4.86 s
18:28:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 744/1421 | category=metal | supports=3 | candidates=35 | visual=57 tv=59 text=15 | 4.69 s
18:28:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 745/1421 | category=metal | supports=3 | candidates=29 | visual=34 tv=33 text=0 | 4.23 s
18:28:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 746/1421 | category=metal | supports=3 | candidates=24 | visual=40 tv=39 text=11 | 3.87 s
18:28:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 747/1421 | category=metal | supports=3 | candidates=25 | visual=27 tv=29 text=5 | 3.94 s
18:28:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 748/1421 | category=metal | supports=3 | candidates=33 | visual=56 tv=54 text=14 | 4.55 s
18:28:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 749/1421 | category=metal | supports=3 | candidates=27 | visual=40 tv=39 text=10 | 4.10 s
18:28:28 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 750/1421 | category=metal | supports=3 | candidates=37 | visual=43 tv=43 text=8 | 4.86 s
18:28:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 751/1421 | category=metal | supports=3 | candidates=24 | visual=48 tv=45 text=11 | 3.87 s
18:28:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 752/1421 | category=metal | supports=3 | candidates=34 | visual=50 tv=45 text=11 | 4.62 s
18:28:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 753/1421 | category=metal | supports=3 | candidates=34 | visual=40 tv=40 text=9 | 4.62 s
18:28:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 754/1421 | category=metal | supports=3 | candidates=31 | visual=37 tv=38 text=5 | 4.40 s
18:28:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 755/1421 | category=metal | supports=3 | candidates=23 | visual=26 tv=24 text=5 | 3.79 s
18:28:55 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 756/1421 | category=metal | supports=3 | candidates=38 | visual=38 tv=38 text=12 | 4.91 s
18:28:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 757/1421 | category=metal | supports=3 | candidates=23 | visual=58 tv=35 text=19 | 3.79 s
18:29:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 758/1421 | category=metal | supports=3 | candidates=39 | visual=50 tv=48 text=6 | 4.99 s
18:29:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 759/1421 | category=metal | supports=3 | candidates=20 | visual=45 tv=37 text=6 | 3.55 s
18:29:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 760/1421 | category=metal | supports=3 | candidates=39 | visual=59 tv=59 text=17 | 4.99 s
18:29:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 761/1421 | category=metal | supports=3 | candidates=29 | visual=33 tv=33 text=4 | 4.22 s
18:29:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 762/1421 | category=metal | supports=3 | candidates=43 | visual=43 tv=43 text=7 | 5.29 s
18:29:28 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 763/1421 | category=metal | supports=3 | candidates=50 | visual=61 tv=61 text=13 | 5.81 s
18:29:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 764/1421 | category=metal | supports=3 | candidates=37 | visual=41 tv=40 text=7 | 4.83 s
18:29:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 765/1421 | category=metal | supports=3 | candidates=37 | visual=53 tv=50 text=13 | 4.85 s
18:29:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 766/1421 | category=metal | supports=3 | candidates=37 | visual=48 tv=48 text=13 | 4.85 s
18:29:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 767/1421 | category=metal | supports=3 | candidates=34 | visual=39 tv=39 text=4 | 4.63 s
18:29:51 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 768/1421 | category=metal | supports=3 | candidates=21 | visual=58 tv=53 text=16 | 3.66 s
18:29:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 769/1421 | category=metal | supports=3 | candidates=20 | visual=22 tv=22 text=2 | 3.58 s
18:30:00 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 770/1421 | category=metal | supports=3 | candidates=43 | visual=47 tv=46 text=13 | 5.32 s
18:30:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 771/1421 | category=metal | supports=3 | candidates=31 | visual=37 tv=35 text=11 | 4.40 s
18:30:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 772/1421 | category=metal | supports=3 | candidates=30 | visual=33 tv=34 text=11 | 4.33 s
18:30:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 773/1421 | category=metal | supports=3 | candidates=33 | visual=37 tv=37 text=8 | 4.56 s
18:30:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 774/1421 | category=metal | supports=3 | candidates=39 | visual=45 tv=48 text=6 | 5.01 s
18:30:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 775/1421 | category=metal | supports=3 | candidates=38 | visual=44 tv=42 text=12 | 4.93 s
18:30:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 776/1421 | category=metal | supports=3 | candidates=46 | visual=54 tv=55 text=11 | 5.53 s
18:30:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 777/1421 | category=metal | supports=3 | candidates=23 | visual=61 tv=35 text=22 | 3.78 s
18:30:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 778/1421 | category=metal | supports=3 | candidates=35 | visual=50 tv=51 text=22 | 4.69 s
18:30:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 779/1421 | category=metal | supports=3 | candidates=36 | visual=42 tv=41 text=11 | 4.77 s
18:30:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 780/1421 | category=metal | supports=3 | candidates=31 | visual=59 tv=48 text=15 | 4.39 s
18:30:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 781/1421 | category=metal | supports=3 | candidates=38 | visual=56 tv=48 text=16 | 4.91 s
18:30:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 782/1421 | category=metal | supports=3 | candidates=28 | visual=31 tv=31 text=1 | 4.15 s
18:31:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 783/1421 | category=metal | supports=3 | candidates=51 | visual=61 tv=60 text=12 | 5.89 s
18:31:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 784/1421 | category=metal | supports=3 | candidates=29 | visual=32 tv=32 text=2 | 4.22 s
18:31:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 785/1421 | category=metal | supports=3 | candidates=31 | visual=44 tv=41 text=6 | 4.38 s
18:31:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 786/1421 | category=metal | supports=3 | candidates=46 | visual=52 tv=52 text=10 | 5.52 s
18:31:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 787/1421 | category=metal | supports=3 | candidates=27 | visual=32 tv=30 text=6 | 4.09 s
18:31:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 788/1421 | category=metal | supports=3 | candidates=20 | visual=22 tv=22 text=2 | 3.56 s
18:31:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 789/1421 | category=metal | supports=3 | candidates=38 | visual=42 tv=45 text=8 | 4.91 s
18:31:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 790/1421 | category=metal | supports=3 | candidates=24 | visual=58 tv=45 text=15 | 3.86 s
18:31:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 791/1421 | category=metal | supports=3 | candidates=33 | visual=44 tv=44 text=15 | 4.54 s
18:31:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 792/1421 | category=metal | supports=3 | candidates=35 | visual=44 tv=42 text=6 | 4.69 s
18:31:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 793/1421 | category=metal | supports=3 | candidates=28 | visual=36 tv=34 text=7 | 4.16 s
18:31:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 794/1421 | category=metal | supports=3 | candidates=15 | visual=17 tv=17 text=3 | 3.19 s
18:31:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 795/1421 | category=metal | supports=3 | candidates=22 | visual=45 tv=46 text=3 | 3.70 s
18:31:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 796/1421 | category=metal | supports=3 | candidates=30 | visual=53 tv=55 text=15 | 4.29 s
18:32:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 797/1421 | category=metal | supports=3 | candidates=29 | visual=31 tv=31 text=3 | 4.23 s
18:32:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 798/1421 | category=metal | supports=3 | candidates=38 | visual=52 tv=53 text=13 | 4.92 s
18:32:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 799/1421 | category=metal | supports=3 | candidates=41 | visual=52 tv=54 text=5 | 5.14 s
18:32:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 800/1421 | category=metal | supports=3 | candidates=43 | visual=51 tv=52 text=16 | 5.28 s
18:32:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 801/1421 | category=metal | supports=3 | candidates=32 | visual=36 tv=36 text=5 | 4.45 s
18:32:28 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 802/1421 | category=metal | supports=3 | candidates=50 | visual=66 tv=64 text=14 | 5.83 s
18:32:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 803/1421 | category=metal | supports=3 | candidates=31 | visual=38 tv=38 text=7 | 4.37 s
18:32:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 804/1421 | category=metal | supports=3 | candidates=27 | visual=26 tv=27 text=4 | 4.08 s
18:32:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 805/1421 | category=metal | supports=3 | candidates=31 | visual=34 tv=33 text=6 | 4.39 s
18:32:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 806/1421 | category=metal | supports=3 | candidates=22 | visual=45 tv=47 text=5 | 3.72 s
18:32:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 807/1421 | category=metal | supports=3 | candidates=39 | visual=42 tv=43 text=9 | 5.00 s
18:32:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 808/1421 | category=metal | supports=3 | candidates=26 | visual=47 tv=47 text=3 | 4.02 s
18:32:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 809/1421 | category=metal | supports=3 | candidates=43 | visual=51 tv=54 text=14 | 5.30 s
18:33:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 810/1421 | category=metal | supports=3 | candidates=31 | visual=38 tv=39 text=9 | 4.39 s
18:33:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 811/1421 | category=metal | supports=3 | candidates=29 | visual=34 tv=33 text=3 | 4.22 s
18:33:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 812/1421 | category=metal | supports=3 | candidates=30 | visual=36 tv=36 text=2 | 4.29 s
18:33:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 813/1421 | category=metal | supports=3 | candidates=53 | visual=54 tv=55 text=14 | 6.03 s
18:33:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 814/1421 | category=metal | supports=3 | candidates=43 | visual=52 tv=53 text=12 | 5.28 s
18:33:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 815/1421 | category=metal | supports=3 | candidates=24 | visual=26 tv=26 text=4 | 3.86 s
18:33:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 816/1421 | category=metal | supports=3 | candidates=30 | visual=48 tv=45 text=5 | 4.31 s
18:33:35 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 817/1421 | category=metal | supports=3 | candidates=18 | visual=20 tv=20 text=1 | 3.42 s
18:33:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 818/1421 | category=metal | supports=3 | candidates=44 | visual=52 tv=54 text=11 | 5.37 s
18:33:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 819/1421 | category=metal | supports=3 | candidates=34 | visual=42 tv=44 text=13 | 4.62 s
18:33:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 820/1421 | category=metal | supports=3 | candidates=21 | visual=24 tv=23 text=0 | 3.63 s
18:33:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 821/1421 | category=metal | supports=3 | candidates=35 | visual=55 tv=51 text=19 | 4.68 s
18:33:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 822/1421 | category=metal | supports=3 | candidates=24 | visual=29 tv=27 text=4 | 3.86 s
18:34:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 823/1421 | category=metal | supports=3 | candidates=27 | visual=30 tv=30 text=3 | 4.07 s
